Ticker,Total_Trades,Win_Rate_Pct,Net_PnL,Final_Capital,Avg_Days_Held
DNMXU,1,0.0,-15.910226821899414,9984.0897731781,101.0
FIGX,1,0.0,-15.92022705078125,9984.079772949219,46.0
ALIS,1,0.0,-16.010229110717773,9983.989770889282,17.0
NOVT,77,64.93506493506493,-17.387897849082947,9982.612102150917,55.48051948051948
TVAIU,3,0.0,-18.0,9982.0,33.0
NPACU,3,33.33333333333333,-18.180919647216797,9981.819080352783,40.666666666666664
AGD,59,67.79661016949152,-21.601064443588257,9978.398935556412,43.32203389830509
GSRF,2,50.0,-22.011178016662598,9977.988821983337,25.5
ENO,23,69.56521739130434,-23.55702018737793,9976.442979812622,64.08695652173913
GPACU,1,0.0,-25.919506072998047,9974.080493927002,7.0
DNMX,2,0.0,-27.095345497131348,9972.904654502869,18.5
RDAG,3,66.66666666666666,-27.529293060302734,9972.470706939697,30.333333333333332
GEGGL,4,75.0,-33.28511428833008,9966.71488571167,87.5
VLN,14,50.0,-35.13889300823212,9964.861106991768,70.5
NPAC,1,0.0,-35.48973751068115,9964.510262489319,83.0
AMTB,25,76.0,-35.61285877227783,9964.387141227722,47.64
BLZRU,1,0.0,-45.079962730407715,9954.920037269592,102.0
TXO,7,28.57142857142857,-45.21034526824951,9954.78965473175,94.14285714285714
STVN,13,61.53846153846154,-45.432424545288086,9954.567575454712,65.6923076923077
LCCCU,3,33.33333333333333,-46.468814849853516,9953.531185150146,27.333333333333332
GIG,5,60.0,-47.295570373535156,9952.704429626465,19.8
VXZ,23,56.52173913043478,-47.54783630371094,9952.452163696289,81.04347826086956
TER,146,61.64383561643836,-49.057946264743805,9950.942053735256,57.37671232876713
PCAP,2,50.0,-50.459961891174316,9949.540038108826,89.5
SOCA,1,0.0,-55.40018844604492,9944.599811553955,42.0
RFM,17,76.47058823529412,-57.16568183898926,9942.83431816101,51.705882352941174
BDCI,2,0.0,-61.44924545288086,9938.55075454712,26.5
SZZLU,3,0.0,-63.51893329620361,9936.481066703796,40.0
WOLF,2,50.0,-63.990455627441406,9936.009544372559,51.0
RDAGU,3,33.33333333333333,-65.69975852966309,9934.300241470337,49.333333333333336
TCPA,1,0.0,-67.04984474182129,9932.950155258179,40.0
GLOO,1,0.0,-67.51994132995605,9932.480058670044,76.0
SION,2,50.0,-69.18047428131104,9930.819525718689,36.5
ONCH,1,0.0,-74.03970336914062,9925.96029663086,102.0
LFACU,1,0.0,-75.3006420135498,9924.69935798645,7.0
RWTQ,1,0.0,-78.0001220703125,9921.999877929688,39.0
CAEP,2,0.0,-78.8396987915039,9921.160301208496,52.5
FCRS,2,50.0,-81.18064022064209,9918.819359779358,29.5
ONCHU,1,0.0,-82.7999267578125,9917.200073242188,181.0
MCHPP,1,0.0,-83.1706771850586,9916.829322814941,122.0
CCIIU,3,33.33333333333333,-83.57970428466797,9916.420295715332,32.0
HKPD,5,40.0,-84.13819795846939,9915.86180204153,49.6
CEPV,1,0.0,-84.23992538452148,9915.760074615479,97.0
CDXS,49,63.26530612244898,-87.2541731595993,9912.7458268404,67.06122448979592
DHY,60,65.0,-89.76014438271523,9910.239855617285,53.43333333333333
BDCIU,1,0.0,-93.66014862060547,9906.339851379395,57.0
CNF,26,61.53846153846154,-94.64201354980469,9905.357986450195,51.88461538461539
BPYPM,14,64.28571428571429,-95.87609958648682,9904.123900413513,61.42857142857143
MGRB,15,60.0,-96.18600368499756,9903.813996315002,58.46666666666667
SOJC,23,60.86956521739131,-101.67084789276123,9898.329152107239,56.78260869565217
MSDL,5,40.0,-102.12030410766602,9897.879695892334,62.6
RA,20,75.0,-104.99861001968384,9895.001389980316,45.2
ATII,1,0.0,-109.1132926940918,9890.886707305908,13.0
HKIT,10,70.0,-113.61786580085754,9886.382134199142,58.0
ETHM,3,66.66666666666666,-116.85955429077148,9883.140445709229,26.333333333333332
RWAY,11,54.54545454545454,-119.84590291976929,9880.15409708023,60.09090909090909
RHLD,2,50.0,-122.44009399414062,9877.55990600586,30.0
NZF,61,62.295081967213115,-125.22698211669922,9874.7730178833,43.49180327868852
TPTA,14,57.14285714285714,-127.13772487640381,9872.862275123596,50.5
HCMA,2,50.0,-128.90081691741943,9871.09918308258,44.5
BACCU,1,0.0,-129.50010871887207,9870.499891281128,62.0
WLAC,3,66.66666666666666,-129.52996253967285,9870.470037460327,30.333333333333332
ALH,1,0.0,-129.9004726409912,9870.099527359009,84.0
BORR,20,65.0,-134.6977937221527,9865.302206277847,57.75
SOCAU,2,50.0,-137.0610408782959,9862.938959121704,17.5
PBF,39,61.53846153846154,-142.24588251113892,9857.754117488861,61.30769230769231
PARR,42,66.66666666666666,-143.45574569702148,9856.544254302979,52.19047619047619
RMR,26,65.38461538461539,-143.68202114105225,9856.317978858948,58.19230769230769
CCEL,86,60.46511627906976,-143.81246304512024,9856.18753695488,75.05813953488372
LGI,59,67.79661016949152,-149.24802803993225,9850.751971960068,45.440677966101696
LIF,4,75.0,-149.7506217956543,9850.249378204346,52.5
BOC,23,73.91304347826086,-150.21001720428467,9849.789982795715,78.08695652173913
UWMC,19,57.89473684210527,-154.3673038482666,9845.632696151733,61.78947368421053
HPI,60,53.333333333333336,-155.31850934028625,9844.681490659714,47.45
ARQ,74,66.21621621621621,-161.3364531993866,9838.663546800613,54.189189189189186
VGAS,12,58.333333333333336,-161.5225818157196,9838.47741818428,74.91666666666667
AMUB,29,68.96551724137932,-162.84140968322754,9837.158590316772,46.3448275862069
ATNM,43,74.4186046511628,-163.1223623752594,9836.87763762474,76.4186046511628
AMT,70,70.0,-164.33505189418793,9835.664948105812,53.94285714285714
DAAQ,2,0.0,-168.57649040222168,9831.423509597778,101.5
SOJE,15,60.0,-177.22681999206543,9822.773180007935,57.46666666666667
FSLR,59,61.016949152542374,-182.43147659301758,9817.568523406982,51.355932203389834
MSBI,28,75.0,-189.17533588409424,9810.824664115906,54.607142857142854
KMRK,2,50.0,-206.27149665355682,9793.728503346443,70.0
GLPG,40,50.0,-208.0908718109131,9791.909128189087,61.975
GHRS,13,69.23076923076923,-210.36039352416992,9789.63960647583,63.15384615384615
ENTX,25,52.0,-214.1654947400093,9785.83450525999,71.04
BNH,15,46.666666666666664,-216.19470882415771,9783.805291175842,63.333333333333336
WFRD,11,63.63636363636363,-220.5904779434204,9779.40952205658,47.90909090909091
STEP,15,60.0,-222.1957607269287,9777.804239273071,62.93333333333333
TVACU,5,40.0,-226.13048458099365,9773.869515419006,12.0
LPA,7,57.14285714285714,-239.23027420043945,9760.76972579956,76.14285714285714
PCAPU,2,0.0,-239.32068729400635,9760.679312705994,106.0
EGG,2,50.0,-243.25974035263062,9756.74025964737,83.5
CCIF,19,68.42105263157895,-244.56804203987122,9755.431957960129,53.05263157894737
WD,40,67.5,-250.82415199279785,9749.175848007202,59.4
FOSL,87,66.66666666666666,-253.7574291229248,9746.242570877075,66.93103448275862
FUSEW,2,50.0,-258.65688728541136,9741.343112714589,33.5
MNDY,14,64.28571428571429,-260.04048919677734,9739.959510803223,56.0
FGBIP,14,42.857142857142854,-263.49420738220215,9736.505792617798,62.714285714285715
VCIC,3,66.66666666666666,-266.60976123809814,9733.390238761902,46.333333333333336
C,144,68.75,-270.7583384513855,9729.241661548615,54.673611111111114
FTHM,18,50.0,-287.64374244213104,9712.356257557869,68.16666666666667
FINS,14,64.28571428571429,-291.7222719192505,9708.27772808075,62.142857142857146
NMZ,54,66.66666666666666,-293.6255476474762,9706.374452352524,47.53703703703704
PRPO,22,59.09090909090909,-294.97080087661743,9705.029199123383,96.77272727272727
METCZ,1,0.0,-296.72515296936035,9703.27484703064,112.0
IMNM,17,70.58823529411765,-302.59247732162476,9697.407522678375,63.294117647058826
YALA,14,50.0,-305.15867733955383,9694.841322660446,80.71428571428571
ACAD,64,65.625,-315.23904609680176,9684.760953903198,65.078125
VRNS,35,60.0,-317.9279947280884,9682.072005271912,54.82857142857143
PTRN,2,50.0,-317.94987964630127,9682.050120353699,30.0
OMSE,3,66.66666666666666,-326.0788993835449,9673.921100616455,43.333333333333336
MBAV,2,50.0,-330.0803451538086,9669.919654846191,101.0
FBGL,2,50.0,-338.51065027713776,9661.489349722862,124.0
AVAH,16,56.25,-344.13056194782257,9655.869438052177,65.1875
CSIQ,60,65.0,-346.101149559021,9653.898850440979,58.2
BEPH,14,71.42857142857143,-349.12018966674805,9650.879810333252,59.07142857142857
SNOW,17,58.82352941176471,-350.4689178466797,9649.53108215332,57.94117647058823
MCGA,2,50.0,-351.7796745300293,9648.22032546997,69.0
KBDC,4,50.0,-354.1971378326416,9645.802862167358,49.25
MCGAU,2,50.0,-365.320104598999,9634.679895401001,80.5
WBS,101,69.3069306930693,-365.44283735752106,9634.557162642479,55.23762376237624
CNNE,27,62.96296296296296,-366.7773313522339,9633.222668647766,50.7037037037037
TYRA,8,75.0,-372.30033826828003,9627.69966173172,97.375
AS,4,50.0,-380.5800075531006,9619.4199924469,79.5
DVS,42,64.28571428571429,-394.16027399897575,9605.839726001024,62.523809523809526
RFMZ,17,70.58823529411765,-413.2453422546387,9586.754657745361,42.588235294117645
CRBD,3,33.33333333333333,-415.02725982666016,9584.97274017334,62.333333333333336
GGZ,36,63.888888888888886,-416.3487629890442,9583.651237010956,48.30555555555556
KEX,114,63.1578947368421,-419.8421683907509,9580.15783160925,63.23684210526316
WSR,37,62.16216216216216,-420.7832627296448,9579.216737270355,61.432432432432435
DTW,21,57.14285714285714,-425.36443519592285,9574.635564804077,60.666666666666664
TRTX,27,77.77777777777779,-431.2937173843384,9568.706282615662,46.22222222222222
SCCF,8,62.5,-431.3633289337158,9568.636671066284,63.75
NOMA,2,0.0,-431.75959968566895,9568.240400314331,14.0
PTA,14,50.0,-434.02055644989014,9565.97944355011,52.5
ANNX,19,57.89473684210527,-435.6854153871536,9564.314584612846,48.36842105263158
XMTR,15,53.333333333333336,-440.9252099990845,9559.074790000916,55.86666666666667
WAFDP,16,68.75,-463.0176706314087,9536.982329368591,53.6875
MVST,22,63.63636363636363,-466.1756715476513,9533.824328452349,66.27272727272727
VLYPP,18,72.22222222222221,-467.86006927490234,9532.139930725098,50.05555555555556
BACQU,4,50.0,-480.14056968688965,9519.85943031311,29.75
TRU,25,60.0,-485.2765636444092,9514.72343635559,58.44
RILYT,16,68.75,-485.4570655822754,9514.542934417725,59.25
NUW,38,68.42105263157895,-485.4698634147644,9514.530136585236,59.473684210526315
SITE,23,69.56521739130434,-500.9102210998535,9499.089778900146,56.52173913043478
EC,49,73.46938775510205,-501.3499643802643,9498.650035619736,61.3469387755102
KKRS,13,61.53846153846154,-503.1051301956177,9496.894869804382,64.15384615384616
FGSN,2,0.0,-503.5767478942871,9496.423252105713,69.5
TDAY,37,67.56756756756756,-504.5696049928665,9495.430395007133,56.432432432432435
GSHD,22,72.72727272727273,-514.672945022583,9485.327054977417,54.36363636363637
WH,22,63.63636363636363,-519.9518508911133,9480.048149108887,58.04545454545455
NESR,3,66.66666666666666,-533.2690787315369,9466.730921268463,60.666666666666664
MCB,27,66.66666666666666,-534.5600185394287,9465.439981460571,48.333333333333336
DUOL,15,66.66666666666666,-538.5768966674805,9461.42310333252,53.6
SRTA,20,35.0,-545.5996506214142,9454.400349378586,57.9
OTF,2,0.0,-560.9774465560913,9439.022553443909,73.5
FMN,61,62.295081967213115,-571.3253259658813,9428.674674034119,48.0655737704918
DRS,112,63.39285714285714,-582.8809221982956,9417.119077801704,77.125
BLBD,32,62.5,-588.338300704956,9411.661699295044,58.53125
AP,161,59.006211180124225,-588.8078129291534,9411.192187070847,64.6024844720497
AGNCP,14,71.42857142857143,-591.9924697875977,9408.007530212402,36.42857142857143
OXSQ,58,63.793103448275865,-594.1758559942245,9405.824144005775,59.0
GDO,37,62.16216216216216,-594.6543879508972,9405.345612049103,59.67567567567568
EVF,61,63.934426229508205,-594.9953223466873,9405.004677653313,57.49180327868852
DTCK,11,81.81818181818183,-596.2462390065193,9403.75376099348,50.90909090909091
QTWO,33,60.60606060606061,-598.4231443405151,9401.576855659485,48.93939393939394
SARO,4,50.0,-600.6197090148926,9399.380290985107,70.25
NXJ,58,63.793103448275865,-608.2764368057251,9391.723563194275,50.1551724137931
ITOC,5,60.0,-608.6525149941444,9391.347485005856,65.8
WES,33,66.66666666666666,-617.7237100601196,9382.27628993988,57.60606060606061
DEI,43,74.4186046511628,-625.8889517784119,9374.111048221588,70.62790697674419
FVCB,29,55.172413793103445,-630.1056604385376,9369.894339561462,68.79310344827586
JBGS,24,58.333333333333336,-630.1836853027344,9369.816314697266,59.291666666666664
RTAC,3,33.33333333333333,-643.300217628479,9356.699782371521,41.333333333333336
BEPI,10,50.0,-643.4500427246094,9356.54995727539,82.9
EBC,15,66.66666666666666,-648.1406850814819,9351.859314918518,63.8
OC,54,62.96296296296296,-656.15291929245,9343.84708070755,57.27777777777778
EVN,64,57.8125,-658.9395339488983,9341.060466051102,50.65625
NRGV,16,62.5,-679.6875301599503,9320.31246984005,53.125
FSSL,1,0.0,-685.482011795044,9314.517988204956,27.0
MNTK,15,60.0,-686.9600713253021,9313.039928674698,67.53333333333333
EMBC,12,50.0,-689.1139011383057,9310.886098861694,57.916666666666664
OMF,36,66.66666666666666,-693.4724721908569,9306.527527809143,47.888888888888886
EIM,54,64.81481481481481,-697.4616882801056,9302.538311719894,52.22222222222222
KOPN,94,62.76595744680851,-698.4917591810226,9301.508240818977,73.62765957446808
CASH,85,70.58823529411765,-701.3702216148376,9298.629778385162,57.576470588235296
CCIIW,1,0.0,-709.38002794981,9290.61997205019,115.0
NVG,58,70.6896551724138,-710.1282284259796,9289.87177157402,46.48275862068966
DVN,121,66.11570247933885,-711.762305855751,9288.237694144249,56.586776859504134
HFRO,25,60.0,-712.2922840118408,9287.70771598816,55.24
GSM,53,64.15094339622641,-715.5814742743969,9284.418525725603,54.509433962264154
ABVX,6,50.0,-718.0106525421143,9281.989347457886,55.5
SACH,25,72.0,-724.2806965708733,9275.719303429127,64.12
RTACU,3,33.33333333333333,-728.859130859375,9271.140869140625,43.666666666666664
LMRI,1,0.0,-731.4600734710693,9268.53992652893,43.0
FSV,20,65.0,-737.5678863525391,9262.432113647461,69.85
CNTY,84,70.23809523809523,-753.368134021759,9246.631865978241,71.35714285714286
CHAC,3,66.66666666666666,-754.669436454773,9245.330563545227,50.0
MOB,10,50.0,-759.1887528300285,9240.811247169971,67.4
GROY,9,66.66666666666666,-761.5257332324982,9238.474266767502,127.33333333333333
CUPR,4,50.0,-775.2642565369606,9224.73574346304,39.25
RLAY,16,50.0,-783.5006935596466,9216.499306440353,69.6875
WHLRD,23,56.52173913043478,-789.4805717468262,9210.519428253174,69.47826086956522
CLST,9,66.66666666666666,-793.1707201004028,9206.829279899597,75.44444444444444
OWL,17,58.82352941176471,-797.0476865768433,9202.952313423157,55.411764705882355
ZYME,25,68.0,-797.940182685852,9202.059817314148,61.88
NAUT,16,62.5,-798.5171708464622,9201.482829153538,80.4375
HLLY,17,64.70588235294117,-803.9101855754852,9196.089814424515,64.47058823529412
BETA,2,50.0,-808.5100078582764,9191.489992141724,33.5
AAT,35,68.57142857142857,-827.7824087142944,9172.217591285706,66.88571428571429
SSRM,73,61.64383561643836,-832.4285154342651,9167.571484565735,65.02739726027397
MCRP,2,50.0,-835.1496422290802,9164.85035777092,111.0
PD,24,66.66666666666666,-837.5625200271606,9162.43747997284,63.958333333333336
DASH,15,66.66666666666666,-844.2579307556152,9155.742069244385,58.266666666666666
CRTO,37,56.75675675675676,-845.5057935714722,9154.494206428528,58.62162162162162
WVVI,54,57.407407407407405,-859.805342912674,9140.194657087326,117.70370370370371
BPYPO,21,71.42857142857143,-861.3797674179077,9138.620232582092,42.857142857142854
SPMC,7,42.857142857142854,-861.9671869277954,9138.032813072205,39.42857142857143
HDL,6,33.33333333333333,-862.5520534515381,9137.447946548462,62.666666666666664
RCD,3,33.33333333333333,-862.8689575195312,9137.131042480469,59.333333333333336
ATHM,36,66.66666666666666,-870.1833686828613,9129.816631317139,68.77777777777777
AMCI,8,50.0,-873.3397426605225,9126.660257339478,21.0
PLUT,3,66.66666666666666,-882.0500178337097,9117.94998216629,54.333333333333336
DV,15,53.333333333333336,-886.0193920135498,9113.98060798645,62.46666666666667
ANGX,2,0.0,-888.9605093002319,9111.039490699768,67.0
NHPAP,13,61.53846153846154,-890.2641439437866,9109.735856056213,69.84615384615384
OWLT,20,60.0,-892.9719476699829,9107.028052330017,46.3
OPP,18,61.111111111111114,-898.875207901001,9101.124792098999,75.66666666666667
FTCI,16,50.0,-902.7700970172882,9097.229902982712,54.125
S,14,50.0,-903.5880346298218,9096.411965370178,71.92857142857143
ORIC,19,57.89473684210527,-906.9740397930145,9093.025960206985,58.68421052631579
SNCY,16,62.5,-908.1278371810913,9091.872162818909,54.4375
CPRX,57,66.66666666666666,-912.5778704583645,9087.422129541636,56.64912280701754
BFRG,10,60.0,-932.5610890984535,9067.438910901546,78.8
ENIC,29,51.724137931034484,-948.7871060967445,9051.212893903255,55.06896551724138
EDAP,78,57.692307692307686,-957.839740395546,9042.160259604454,78.76923076923077
MTEK,13,53.84615384615385,-965.4841015934944,9034.515898406506,55.69230769230769
VKI,81,60.49382716049383,-968.1503769159317,9031.849623084068,52.98765432098765
PDCC,5,60.0,-972.235595703125,9027.764404296875,61.4
VSNT,1,0.0,-973.9990768432617,9026.000923156738,55.0
STRZ,2,50.0,-974.780366897583,9025.219633102417,102.0
NEXA,24,54.166666666666664,-977.1713390350342,9022.828660964966,59.333333333333336
CPZ,16,50.0,-979.5760521888733,9020.423947811127,39.9375
UTI,67,64.17910447761194,-982.3174433708191,9017.68255662918,54.02985074626866
BTT,34,58.82352941176471,-988.4424209594727,9011.557579040527,54.1764705882353
FOF,43,67.44186046511628,-989.5161000490189,9010.483899950981,53.83720930232558
APYX,22,63.63636363636363,-996.3099769353867,9003.690023064613,57.09090909090909
PWP,15,60.0,-997.8321180343628,9002.167881965637,55.86666666666667
JPC,57,68.42105263157895,-998.7729866504669,9001.227013349533,45.56140350877193
OCCI,29,62.06896551724138,-1002.1331572532654,8997.866842746735,45.724137931034484
STRK,3,66.66666666666666,-1003.046516418457,8996.953483581543,81.66666666666667
OLLI,27,70.37037037037037,-1004.2843475341797,8995.71565246582,57.592592592592595
CNS,62,59.67741935483871,-1006.3998255729675,8993.600174427032,57.95161290322581
SGU,65,67.6923076923077,-1011.1971045732498,8988.80289542675,62.87692307692308
WAY,4,25.0,-1011.5153770446777,8988.484622955322,63.5
BBIO,19,78.94736842105263,-1011.5906567573547,8988.409343242645,49.578947368421055
ACGLN,10,50.0,-1025.2967739105225,8974.703226089478,90.2
FLYX,6,50.0,-1027.000212430954,8972.999787569046,61.166666666666664
WLACU,7,71.42857142857143,-1027.732933998108,8972.267066001892,11.0
HSAI,9,66.66666666666666,-1031.9786524772644,8968.021347522736,50.111111111111114
GOOD,50,76.0,-1043.1009073257446,8956.899092674255,59.44
BOW,4,75.0,-1045.4302864074707,8954.56971359253,81.75
NCRA,19,47.368421052631575,-1049.4846921563148,8950.515307843685,56.10526315789474
DRTS,12,50.0,-1053.4109587669373,8946.589041233063,68.25
PKX,94,62.76595744680851,-1057.0067386627197,8942.99326133728,58.723404255319146
CUBB,12,66.66666666666666,-1074.349739074707,8925.650260925293,54.833333333333336
MSIF,3,33.33333333333333,-1077.7762851715088,8922.223714828491,102.33333333333333
TBMC,4,50.0,-1079.519329071045,8920.480670928955,33.25
BIPI,11,54.54545454545454,-1084.2858686447144,8915.714131355286,71.72727272727273
SKYQ,5,60.0,-1086.5411421060562,8913.458857893944,77.6
RPC,12,58.333333333333336,-1087.3850555419922,8912.614944458008,75.16666666666667
PFH,14,57.14285714285714,-1089.164701461792,8910.835298538208,68.21428571428571
POWW,25,64.0,-1090.6229048967361,8909.377095103264,73.8
YEXT,28,67.85714285714286,-1093.8628458976746,8906.137154102325,60.107142857142854
HAFN,4,50.0,-1110.5356831550598,8889.46431684494,81.25
SAR,59,76.27118644067797,-1118.2859427928925,8881.714057207108,51.440677966101696
NP,2,50.0,-1118.3408737182617,8881.659126281738,47.5
PBFS,15,66.66666666666666,-1122.0608186721802,8877.93918132782,74.06666666666666
GLV,56,71.42857142857143,-1122.501454591751,8877.498545408249,44.05357142857143
NSTS,9,44.44444444444444,-1144.5944547653198,8855.40554523468,72.77777777777777
VNDA,64,59.375,-1147.9184333086014,8852.081566691399,61.515625
DKI,2,0.0,-1154.5253295898438,8845.474670410156,64.5
RMNI,30,53.333333333333336,-1155.977739572525,8844.022260427475,62.43333333333333
FOXX,9,88.88888888888889,-1161.324550628662,8838.675449371338,54.333333333333336
FFIV,74,59.45945945945946,-1167.9857330322266,8832.014266967773,54.054054054054056
AERO,1,0.0,-1171.8403015136719,8828.159698486328,45.0
BPYPN,19,63.1578947368421,-1172.492756843567,8827.507243156433,56.8421052631579
IOTR,3,33.33333333333333,-1176.4608345031738,8823.539165496826,83.66666666666667
WDI,10,50.0,-1181.8528594970703,8818.14714050293,69.4
CTDD,25,64.0,-1182.1147594451904,8817.88524055481,55.32
TUYA,17,64.70588235294117,-1183.3941583633423,8816.605841636658,57.470588235294116
ANTA,2,50.0,-1188.2554540634155,8811.744545936584,74.5
PRG,132,62.121212121212125,-1205.5177808403969,8794.482219159603,53.45454545454545
VRA,48,62.5,-1215.2927570343018,8784.707242965698,65.20833333333333
BCSF,20,65.0,-1217.983359336853,8782.016640663147,55.9
LFT,37,67.56756756756756,-1219.805394768715,8780.194605231285,56.86486486486486
PK,24,58.333333333333336,-1220.1008086204529,8779.899191379547,63.041666666666664
LEXX,18,66.66666666666666,-1225.380729496479,8774.619270503521,57.333333333333336
VOYG,3,33.33333333333333,-1228.6104583740234,8771.389541625977,47.666666666666664
NML,37,70.27027027027027,-1229.170053601265,8770.829946398735,51.86486486486486
DSL,32,65.625,-1253.0674629211426,8746.932537078857,49.8125
JSM,50,62.0,-1255.9293434619904,8744.07065653801,55.66
BWG,37,62.16216216216216,-1256.5169677734375,8743.483032226562,50.83783783783784
ARRY,17,70.58823529411765,-1261.8348984718323,8738.165101528168,58.529411764705884
CG,39,56.41025641025641,-1286.6498250961304,8713.35017490387,59.15384615384615
WPP,116,68.10344827586206,-1295.4042656421661,8704.595734357834,54.525862068965516
NAZ,79,72.15189873417721,-1307.044843196869,8692.955156803131,54.48101265822785
MC,31,58.06451612903226,-1316.5425024032593,8683.45749759674,53.774193548387096
ALV,76,65.78947368421053,-1318.1384391784668,8681.861560821533,56.026315789473685
NB,8,62.5,-1321.196034669876,8678.803965330124,86.25
LW,26,57.692307692307686,-1322.5603523254395,8677.43964767456,47.0
RILYZ,15,60.0,-1325.4567193984985,8674.543280601501,58.53333333333333
HOFT,59,66.10169491525424,-1326.2739400863647,8673.726059913635,69.49152542372882
AFGC,19,63.1578947368421,-1329.9113368988037,8670.088663101196,53.1578947368421
INV,15,80.0,-1335.3536891937256,8664.646310806274,37.8
CLIR,37,54.054054054054056,-1338.417333483696,8661.582666516304,84.10810810810811
ET,53,75.47169811320755,-1342.013142466545,8657.986857533455,49.9622641509434
BANL,8,50.0,-1348.7784841954708,8651.22151580453,94.125
ASC,38,57.89473684210527,-1350.4677286148071,8649.532271385193,57.0
THW,27,62.96296296296296,-1352.1487774848938,8647.851222515106,57.96296296296296
RSI,17,82.35294117647058,-1352.6520290374756,8647.347970962524,52.588235294117645
SIMO,57,64.91228070175438,-1354.3980765342712,8645.601923465729,57.26315789473684
MGYR,63,71.42857142857143,-1363.596885919571,8636.403114080429,52.857142857142854
ZBIO,3,66.66666666666666,-1364.4902906417847,8635.509709358215,60.666666666666664
NOK,93,61.29032258064516,-1365.691329240799,8634.308670759201,51.55913978494624
BBD,61,68.85245901639344,-1366.0081115961075,8633.991888403893,61.57377049180328
HIT,5,40.0,-1395.450974047184,8604.549025952816,35.6
HTFL,2,50.0,-1397.840202331543,8602.159797668457,40.0
APLS,22,59.09090909090909,-1399.3114433288574,8600.688556671143,64.0909090909091
RDWR,80,60.0,-1407.6517570018768,8592.348242998123,51.6
ABLV,13,53.84615384615385,-1414.1656759381294,8585.83432406187,49.84615384615385
CCS,27,74.07407407407408,-1414.24125289917,8585.75874710083,70.29629629629629
DTCX,15,66.66666666666666,-1419.602665424347,8580.397334575653,58.13333333333333
JFR,52,63.46153846153846,-1425.4700328111649,8574.529967188835,54.88461538461539
AEVA,20,65.0,-1429.4718585014343,8570.528141498566,59.5
NVGS,57,66.66666666666666,-1431.0089383125305,8568.99106168747,51.473684210526315
UNFI,85,64.70588235294117,-1434.3920097351074,8565.607990264893,55.8235294117647
JOBY,13,46.15384615384615,-1442.452274799347,8557.547725200653,83.23076923076923
BLLN,1,0.0,-1443.479736328125,8556.520263671875,76.0
MYFW,25,68.0,-1447.5302686691284,8552.469731330872,50.4
SLDE,2,50.0,-1457.7009372711182,8542.299062728882,56.0
ARHS,12,41.66666666666667,-1458.8029570579529,8541.197042942047,68.75
LFST,14,64.28571428571429,-1458.89222574234,8541.10777425766,56.92857142857143
NMS,26,69.23076923076923,-1464.8528909683228,8535.147109031677,68.46153846153847
CMPS,15,60.0,-1466.8997201919556,8533.100279808044,76.6
BGIN,2,0.0,-1480.3342306613922,8519.665769338608,43.0
DERM,12,58.333333333333336,-1485.8317801952362,8514.168219804764,77.0
WWR,80,56.25,-1497.7900268733501,8502.20997312665,83.7
SAIL,5,40.0,-1500.299259185791,8499.700740814209,41.8
TPCS,51,60.78431372549019,-1500.6476173698902,8499.35238263011,73.62745098039215
MRM,16,50.0,-1501.4918758273125,8498.508124172688,81.0
EPAM,38,68.42105263157895,-1502.746771812439,8497.253228187561,48.05263157894737
PBR,80,72.5,-1512.092844247818,8487.907155752182,49.9
DX,91,67.03296703296702,-1525.42142111063,8474.57857888937,57.97802197802198
CLLS,35,60.0,-1525.894307732582,8474.105692267418,64.94285714285714
VOC,43,65.11627906976744,-1532.150566637516,8467.849433362484,61.76744186046512
EHI,63,65.07936507936508,-1536.109333395958,8463.890666604042,44.79365079365079
NAVN,2,50.0,-1542.2000198364258,8457.799980163574,37.5
AAP,61,62.295081967213115,-1543.581217765808,8456.418782234192,56.540983606557376
TNET,33,66.66666666666666,-1544.0359916687012,8455.964008331299,54.0
ORN,49,61.224489795918366,-1546.3181607723236,8453.681839227676,69.65306122448979
LINE,5,60.0,-1548.2630767822266,8451.736923217773,72.6
WHLRL,1,0.0,-1554.0,8446.0,105.0
ASRT,83,63.85542168674698,-1556.3874654769897,8443.61253452301,63.1566265060241
GOODN,15,60.0,-1561.2153902053833,8438.784609794617,58.86666666666667
FITBO,20,60.0,-1570.6086025238037,8429.391397476196,48.8
CCEC,54,68.51851851851852,-1573.4868264198303,8426.51317358017,58.851851851851855
DK,56,69.64285714285714,-1578.8027186393738,8421.197281360626,61.107142857142854
NSRX,3,33.33333333333333,-1582.1550488471985,8417.844951152802,41.666666666666664
YPF,105,69.52380952380952,-1584.0249347686768,8415.975065231323,53.49523809523809
VNET,45,64.44444444444444,-1584.5989894866943,8415.401010513306,63.77777777777778
DTB,17,52.94117647058824,-1585.965781211853,8414.034218788147,56.0
CHYM,2,0.0,-1589.3196563720703,8410.68034362793,67.0
CALC,9,44.44444444444444,-1593.130609035492,8406.869390964508,59.111111111111114
ARAY,63,58.730158730158735,-1597.1777242422104,8402.82227575779,61.25396825396825
TTI,100,67.0,-1603.9680248498917,8396.031975150108,64.5
WEST,14,64.28571428571429,-1606.041027545929,8393.958972454071,58.285714285714285
IBEX,13,46.15384615384615,-1607.918957710266,8392.081042289734,61.30769230769231
NKLR,2,50.0,-1611.3611226081848,8388.638877391815,51.0
BPYPP,18,66.66666666666666,-1629.3931903839111,8370.606809616089,52.05555555555556
MIY,78,66.66666666666666,-1631.442387342453,8368.557612657547,52.3974358974359
